Sequence	KO
Pichia_occidentalis_34622_x_lcl_NODE_59_length_64444_cov_13.1595_ID_117_c54193_53192_lcl_NODE_59_length_64444_cov_13.1595_ID_117_c54193_53192_ORF409_NODE_59_length_64444_cov_13.1595_ID_117_54192_53191	K00062
Pichia_terricola_35301_x_lcl_NODE_1_length_1348442_cov_15.7902_ID_2726_69196_70194_lcl_NODE_1_length_1348442_cov_15.7902_ID_2726_69196_70194_ORF121_NODE_1_length_1348442_cov_15.7902_ID_2726_69195_70193	K00062
Saturnispora_mendoncae_34611_x_lcl_NODE_3_length_680843_cov_41.5593_ID_5_c282368_281400_lcl_NODE_3_length_680843_cov_41.5593_ID_5_c282368_281400_ORF3889_NODE_3_length_680843_cov_41.5593_ID_5_282367_281399	K00062
Spathaspora_arborariae_x_lcl_KI547145.1_400691_401758_lcl_KI547145.1_400691_401758_ORF1185_KI547145.1_400690_401757	K00062
Wickerhamomyces_alni_35274_x_lcl_NODE_6_length_379886_cov_11.4463_ID_6363_317152_318210_lcl_NODE_6_length_379886_cov_11.4463_ID_6363_317152_318210_ORF647_NODE_6_length_379886_cov_11.4463_ID_6363_317151_318209	K00062
Zygoascus_meyerae_35243_x_lcl_NODE_1_length_1065328_cov_19.742_ID_1323_c553476_552484_lcl_NODE_1_length_1065328_cov_19.742_ID_1323_c553476_552484_ORF10424_NODE_1_length_1065328_cov_19.742_ID_1323_553475_552483	K00062
Meyerozyma_guilliermondii_x_lcl_NW_001809793.1_c201896_198741_lcl_NW_001809793.1_c201896_198741_ORF4377_NW_001809793.1_201895_198740	K01469
Blastobotrys_muscicola_34674_x_lcl_NODE_69_length_42083_cov_16.1551_ID_137_c6053_4908_lcl_NODE_69_length_42083_cov_16.1551_ID_137_c6053_4908_ORF387_NODE_69_length_42083_cov_16.1551_ID_137_6052_4907	K04882
Alloascoidea_hylecoeti_x_gi_1002318381_dbj_BCKZ01000002.1_c973424_972414_gi_1002318381_dbj_BCKZ01000002.1_c973424_972414_ORF9727_1002318381_973423_972413	K05275
Ambrosiozyma_monospora_x_gi_1002318537_dbj_BCIP01000024.1_c316031_315015_gi_1002318537_dbj_BCIP01000024.1_c316031_315015_ORF3136_1002318537_316030_315014	K05275
Ambrosiozyma_monospora_x_gi_1002318540_dbj_BCIP01000021.1_277577_278611_gi_1002318540_dbj_BCIP01000021.1_277577_278611_ORF1652_1002318540_277576_278610	K05275
Ambrosiozyma_monospora_x_gi_1002318540_dbj_BCIP01000021.1_279142_280152_gi_1002318540_dbj_BCIP01000021.1_279142_280152_ORF626_1002318540_279141_280151	K05275
Ambrosiozyma_oregonensis_34946_x_lcl_NODE_132_length_1750_cov_167.124_ID_263_c1326_187_lcl_NODE_132_length_1750_cov_167.124_ID_263_c1326_187_ORF8_NODE_132_length_1750_cov_167.124_ID_263_1325_186	K05275
Ambrosiozyma_philentoma_34947_x_lcl_NODE_31_length_171028_cov_37.7995_ID_61_36698_37735_lcl_NODE_31_length_171028_cov_37.7995_ID_61_36698_37735_ORF342_NODE_31_length_171028_cov_37.7995_ID_61_36697_37734	K05275
Ambrosiozyma_philentoma_34947_x_lcl_NODE_41_length_104788_cov_39.3601_ID_81_47349_48362_lcl_NODE_41_length_104788_cov_39.3601_ID_81_47349_48362_ORF419_NODE_41_length_104788_cov_39.3601_ID_81_47348_48361	K05275
Ambrosiozyma_philentoma_34947_x_lcl_NODE_6_length_738973_cov_35.7179_ID_11_c104160_103141_lcl_NODE_6_length_738973_cov_35.7179_ID_11_c104160_103141_ORF5783_NODE_6_length_738973_cov_35.7179_ID_11_104159_103140	K05275
Barnettozyma_pratensis_35047_x_lcl_flattened_line_2_484604_485641_lcl_flattened_line_2_484604_485641_ORF2016_flattened_line_2_484603_485640	K05275
Blastobotrys_americana_34681_x_lcl_flattened_line_2_c560511_559471_lcl_flattened_line_2_c560511_559471_ORF6448_flattened_line_2_560510_559470	K05275
Blastobotrys_muscicola_34674_x_lcl_NODE_3_length_706382_cov_15.6755_ID_5_10284_11357_lcl_NODE_3_length_706382_cov_15.6755_ID_5_10284_11357_ORF3376_NODE_3_length_706382_cov_15.6755_ID_5_10283_11356	K05275
Blastobotrys_proliferans_34670_x_lcl_NODE_30_length_176852_cov_13.847_ID_59_132038_133048_lcl_NODE_30_length_176852_cov_13.847_ID_59_132038_133048_ORF699_NODE_30_length_176852_cov_13.847_ID_59_132037_133047	K05275
Botryozyma_nematodophila_34655_x_lcl_NODE_1247_length_3319_cov_3.93505_ID_2493_856_1854_lcl_NODE_1247_length_3319_cov_3.93505_ID_2493_856_1854_ORF2_NODE_1247_length_3319_cov_3.93505_ID_2493_855_1853	K05275
Brettanomyces_custersianus_26197_x_lcl_flattened_line_18_263833_264864_lcl_flattened_line_18_263833_264864_ORF529_flattened_line_18_263832_264863	K05275
Candida_freyschussii_34967_x_lcl_flattened_line_18_c243803_242721_lcl_flattened_line_18_c243803_242721_ORF5118_flattened_line_18_243802_242720	K05275
Candida_montana_35037_x_lcl_NODE_15_length_311180_cov_37.0353_ID_29_216401_217408_lcl_NODE_15_length_311180_cov_37.0353_ID_29_216401_217408_ORF1011_NODE_15_length_311180_cov_37.0353_ID_29_216400_217407	K05275
Candida_montana_35037_x_lcl_NODE_4_length_770689_cov_28.8974_ID_7_c261402_260395_lcl_NODE_4_length_770689_cov_28.8974_ID_7_c261402_260395_ORF6583_NODE_4_length_770689_cov_28.8974_ID_7_261401_260394	K05275
Candida_mycetangii_35689_x_lcl_NODE_12_length_421088_cov_34.1689_ID_4172_18611_19663_lcl_NODE_12_length_421088_cov_34.1689_ID_4172_18611_19663_ORF927_NODE_12_length_421088_cov_34.1689_ID_4172_18610_19662	K05275
Candida_mycetangii_35689_x_lcl_NODE_2_length_1528460_cov_26.3327_ID_1453_85201_86214_lcl_NODE_2_length_1528460_cov_26.3327_ID_1453_85201_86214_ORF165_NODE_2_length_1528460_cov_26.3327_ID_1453_85200_86213	K05275
Candida_ponderosae_35261_x_lcl_NODE_55_length_79277_cov_39.4914_ID_12200_c24656_23637_lcl_NODE_55_length_79277_cov_39.4914_ID_12200_c24656_23637_ORF536_NODE_55_length_79277_cov_39.4914_ID_12200_24655_23636	K05275
Candida_stellimalicola_34597_x_lcl_flattened_line_30_c1980_916_lcl_flattened_line_30_c1980_916_ORF2327_flattened_line_30_1979_915	K05275
Candida_tammaniensis_41833_x_lcl_NODE_17_length_118177_cov_104.474_ID_4239_c49510_48473_lcl_NODE_17_length_118177_cov_104.474_ID_4239_c49510_48473_ORF556_NODE_17_length_118177_cov_104.474_ID_4239_49509_48472	K05275
Candida_vartiovaarae_35690_x_lcl_NODE_24_length_153470_cov_22.5394_ID_2397_c98390_97392_lcl_NODE_24_length_153470_cov_22.5394_ID_2397_c98390_97392_ORF1153_NODE_24_length_153470_cov_22.5394_ID_2397_98389_97391	K05275
Cephaloascus_albidus_34998_x_lcl_flattened_line_61_c117237_116173_lcl_flattened_line_61_c117237_116173_ORF880_flattened_line_61_117236_116172	K05275
Cephaloascus_fragrans_34999_x_lcl_NODE_1_length_1709425_cov_12.0966_ID_1_c1011070_1010084_lcl_NODE_1_length_1709425_cov_12.0966_ID_1_c1011070_1010084_ORF11226_NODE_1_length_1709425_cov_12.0966_ID_1_1011069_1010083	K05275
Citeromyces_matritensis_26142_x_lcl_scf7180000042742_4163_5152_lcl_scf7180000042742_4163_5152_ORF58_scf7180000042742_4162_5151	K05275
Citeromyces_siamensis_34952_x_lcl_scf7180000053635_c20262_19273_lcl_scf7180000053635_c20262_19273_ORF563_scf7180000053635_20261_19272	K05275
Citeromyces_siamensis_34952_x_lcl_scf7180000059740_6793_7782_lcl_scf7180000059740_6793_7782_ORF15_scf7180000059740_6792_7781	K05275
Cyberlindnera_americana_35703_x_lcl_NODE_30_length_38347_cov_121.516_ID_4357_c22832_21831_lcl_NODE_30_length_38347_cov_121.516_ID_4357_c22832_21831_ORF402_NODE_30_length_38347_cov_121.516_ID_4357_22831_21830	K05275
Cyberlindnera_fabianii_JCM3601_x_gi_1002316265_dbj_BCGI01000005.1_720525_721529_gi_1002316265_dbj_BCGI01000005.1_720525_721529_ORF8201_1002316265_720524_721528	K05275
Cyberlindnera_fabianii_JCM3601_x_gi_1002316268_dbj_BCGI01000002.1_1674349_1675416_gi_1002316268_dbj_BCGI01000002.1_1674349_1675416_ORF3655_1002316268_1674348_1675415	K05275
Cyberlindnera_jadinii_x_lcl_scaffold_1_1704298_1705302_lcl_scaffold_1_1704298_1705302_ORF3849_scaffold_1_1704297_1705301	K05275
Cyberlindnera_maclurae_35699_x_lcl_NODE_24_length_132196_cov_62.5352_ID_37458_c5319_4318_lcl_NODE_24_length_132196_cov_62.5352_ID_37458_c5319_4318_ORF1454_NODE_24_length_132196_cov_62.5352_ID_37458_5318_4317	K05275
Cyberlindnera_misumaiensis_34979_x_lcl_flattened_line_8_264464_265741_lcl_flattened_line_8_264464_265741_ORF1405_flattened_line_8_264463_265740	K05275
Cyberlindnera_mrakii_34978_x_lcl_NODE_6_length_464862_cov_11.3774_ID_11_c113682_112591_lcl_NODE_6_length_464862_cov_11.3774_ID_11_c113682_112591_ORF3682_NODE_6_length_464862_cov_11.3774_ID_11_113681_112590	K05275
Cyberlindnera_petersonii_35325_x_lcl_NODE_22_length_190147_cov_18.853_ID_25064_166961_167962_lcl_NODE_22_length_190147_cov_18.853_ID_25064_166961_167962_ORF737_NODE_22_length_190147_cov_18.853_ID_25064_166960_167961	K05275
Cyberlindnera_petersonii_35325_x_lcl_NODE_2_length_519856_cov_18.5175_ID_27830_c59952_58948_lcl_NODE_2_length_519856_cov_18.5175_ID_27830_c59952_58948_ORF5470_NODE_2_length_519856_cov_18.5175_ID_27830_59951_58947	K05275
Cyberlindnera_saturnus_35686_x_lcl_flattened_line_9_268520_269575_lcl_flattened_line_9_268520_269575_ORF1679_flattened_line_9_268519_269574	K05275
Cyberlindnera_suaveolens_35687_x_lcl_NODE_15_length_212952_cov_15.8836_ID_5602_153862_154866_lcl_NODE_15_length_212952_cov_15.8836_ID_5602_153862_154866_ORF319_NODE_15_length_212952_cov_15.8836_ID_5602_153861_154865	K05275
Cyberlindnera_xylosilytica_35688_x_lcl_flattened_line_50_116752_117798_lcl_flattened_line_50_116752_117798_ORF273_flattened_line_50_116751_117797	K05275
Cyberlindnera_xylosilytica_35688_x_lcl_flattened_line_92_c55384_54362_lcl_flattened_line_92_c55384_54362_ORF978_flattened_line_92_55383_54361	K05275
Dekkera_bruxellensis_x_lcl_scaffold_4_c28771_27761_lcl_scaffold_4_c28771_27761_ORF7598_scaffold_4_28770_27760	K05275
Komagataella_pastoris_x_lcl_chromosome_4_c1079768_1078782_lcl_chromosome_4_c1079768_1078782_ORF19111_chromosome_4_1079767_1078781	K05275
Komagataella_populi_26274_x_lcl_NODE_5_length_777825_cov_13.2933_ID_9_c354588_353527_lcl_NODE_5_length_777825_cov_13.2933_ID_9_c354588_353527_ORF5623_NODE_5_length_777825_cov_13.2933_ID_9_354587_353526	K05275
Komagataella_pseudopastoris_34939_x_lcl_NODE_8_length_499880_cov_32.4034_ID_15_c77470_76409_lcl_NODE_8_length_499880_cov_32.4034_ID_15_c77470_76409_ORF5033_NODE_8_length_499880_cov_32.4034_ID_15_77469_76408	K05275
Kuraishia_capsulata_x_lcl_HG793126_c1090996_1089596_lcl_HG793126_c1090996_1089596_ORF13127_HG793126_1090995_1089595	K05275
Kuraishia_molischiana_34933_x_lcl_NODE_10_length_432626_cov_17.7422_ID_19_c29626_28634_lcl_NODE_10_length_432626_cov_17.7422_ID_19_c29626_28634_ORF4692_NODE_10_length_432626_cov_17.7422_ID_19_29625_28633	K05275
Middelhovenomyces_tepae_35665_x_lcl_NODE_5_length_1193255_cov_22.3319_ID_1222_c756009_755017_lcl_NODE_5_length_1193255_cov_22.3319_ID_1222_c756009_755017_ORF12681_NODE_5_length_1193255_cov_22.3319_ID_1222_756008_755016	K05275
Middelhovenomyces_tepae_35665_x_lcl_NODE_9_length_851872_cov_23.7286_ID_1923_c494956_493964_lcl_NODE_9_length_851872_cov_23.7286_ID_1923_c494956_493964_ORF5648_NODE_9_length_851872_cov_23.7286_ID_1923_494955_493963	K05275
Nadsonia_fulvescens_34635_x_lcl_flattened_line_76_c64455_63358_lcl_flattened_line_76_c64455_63358_ORF843_flattened_line_76_64454_63357	K05275
Nakazawaea_holstii_34918_x_lcl_flattened_line_228_10872_11933_lcl_flattened_line_228_10872_11933_ORF142_flattened_line_228_10871_11932	K05275
Nakazawaea_holstii_34918_x_lcl_flattened_line_228_12594_13562_lcl_flattened_line_228_12594_13562_ORF144_flattened_line_228_12593_13561	K05275
Nakazawaea_holstii_34918_x_lcl_flattened_line_312_c3259_2288_lcl_flattened_line_312_c3259_2288_ORF99_flattened_line_312_3258_2287	K05275
Nakazawaea_peltata_x_gi_1002316191_dbj_BCGQ01000010.1_209078_210067_gi_1002316191_dbj_BCGQ01000010.1_209078_210067_ORF1271_1002316191_209077_210066	K05275
Nakazawaea_peltata_x_gi_1002316194_dbj_BCGQ01000007.1_617599_618573_gi_1002316194_dbj_BCGQ01000007.1_617599_618573_ORF1088_1002316194_617598_618572	K05275
Nakazawaea_peltata_x_gi_1002316200_dbj_BCGQ01000001.1_2157976_2158953_gi_1002316200_dbj_BCGQ01000001.1_2157976_2158953_ORF3884_1002316200_2157975_2158952	K05275
Nakazawaea_peltata_x_gi_1002316200_dbj_BCGQ01000001.1_2159425_2160396_gi_1002316200_dbj_BCGQ01000001.1_2159425_2160396_ORF3886_1002316200_2159424_2160395	K05275
Ogataea_glucozyma_34897_x_lcl_flattened_line_34_c204501_203485_lcl_flattened_line_34_c204501_203485_ORF2744_flattened_line_34_204500_203484	K05275
Ogataea_henricii_26124_x_lcl_flattened_line_16_84086_85099_lcl_flattened_line_16_84086_85099_ORF973_flattened_line_16_84085_85098	K05275
Ogataea_henricii_26124_x_lcl_flattened_line_48_c9777_8761_lcl_flattened_line_48_c9777_8761_ORF2442_flattened_line_48_9776_8760	K05275
Ogataea_methanolica_x_gi_1002316322_dbj_BCKW01000015.1_c52482_51406_gi_1002316322_dbj_BCKW01000015.1_c52482_51406_ORF317_1002316322_52481_51405	K05275
Ogataea_methanolica_x_gi_1002316323_dbj_BCKW01000014.1_c55932_54856_gi_1002316323_dbj_BCKW01000014.1_c55932_54856_ORF499_1002316323_55931_54855	K05275
Ogataea_methanolica_x_gi_1002316335_dbj_BCKW01000002.1_c2829652_2828663_gi_1002316335_dbj_BCKW01000002.1_c2829652_2828663_ORF19113_1002316335_2829651_2828662	K05275
Ogataea_methylivora_34901_x_lcl_flattened_line_16_c12039_11050_lcl_flattened_line_16_c12039_11050_ORF1746_flattened_line_16_12038_11049	K05275
Ogataea_nitratoaversa_34636_x_lcl_flattened_line_134_45918_46910_lcl_flattened_line_134_45918_46910_ORF283_flattened_line_134_45917_46909	K05275
Ogataea_nitratoaversa_34636_x_lcl_flattened_line_230_2540_3532_lcl_flattened_line_230_2540_3532_ORF27_flattened_line_230_2539_3531	K05275
Ogataea_nonfermentans_34904_x_lcl_flattened_line_3_556463_557455_lcl_flattened_line_3_556463_557455_ORF3964_flattened_line_3_556462_557454	K05275
Ogataea_philodendra_34893_x_lcl_NODE_4_length_568887_cov_64.9081_ID_7_c130971_129979_lcl_NODE_4_length_568887_cov_64.9081_ID_7_c130971_129979_ORF4680_NODE_4_length_568887_cov_64.9081_ID_7_130970_129978	K05275
Ogataea_pilisensis_34892_x_lcl_NODE_7_length_299677_cov_14.2618_ID_13_c33558_32566_lcl_NODE_7_length_299677_cov_14.2618_ID_13_c33558_32566_ORF2695_NODE_7_length_299677_cov_14.2618_ID_13_33557_32565	K05275
Ogataea_pini_34891_x_lcl_NODE_2_length_776607_cov_38.3854_ID_3_75629_76642_lcl_NODE_2_length_776607_cov_38.3854_ID_3_75629_76642_ORF1905_NODE_2_length_776607_cov_38.3854_ID_3_75628_76641	K05275
Ogataea_pini_34891_x_lcl_NODE_3_length_762589_cov_41.1718_ID_5_c500992_499979_lcl_NODE_3_length_762589_cov_41.1718_ID_5_c500992_499979_ORF5652_NODE_3_length_762589_cov_41.1718_ID_5_500991_499978	K05275
Ogataea_populiabae_34637_x_lcl_NODE_17_length_220167_cov_16.221_ID_33_c8840_7842_lcl_NODE_17_length_220167_cov_16.221_ID_33_c8840_7842_ORF2279_NODE_17_length_220167_cov_16.221_ID_33_8839_7841	K05275
Ogataea_trehalophila_34886_x_lcl_NODE_45_length_103179_cov_12.1931_ID_89_36624_37616_lcl_NODE_45_length_103179_cov_12.1931_ID_89_36624_37616_ORF385_NODE_45_length_103179_cov_12.1931_ID_89_36623_37615	K05275
Ogataea_zsoltii_34885_x_lcl_NODE_13_length_289362_cov_30.0886_ID_25_c81736_80675_lcl_NODE_13_length_289362_cov_30.0886_ID_25_c81736_80675_ORF3569_NODE_13_length_289362_cov_30.0886_ID_25_81735_80674	K05275
Ogataea_zsoltii_34885_x_lcl_NODE_33_length_126778_cov_31.2123_ID_65_76417_77436_lcl_NODE_33_length_126778_cov_31.2123_ID_65_76417_77436_ORF169_NODE_33_length_126778_cov_31.2123_ID_65_76416_77435	K05275
Pachysolen_tannophilus_x_lcl_scaffold_1_c375169_374192_lcl_scaffold_1_c375169_374192_ORF21498_scaffold_1_375168_374191	K05275
Peterozyma_toletana_34884_x_lcl_flattened_line_10_393040_394002_lcl_flattened_line_10_393040_394002_ORF750_flattened_line_10_393039_394001	K05275
Peterozyma_xylosa_34883_x_lcl_flattened_line_8_c228405_227443_lcl_flattened_line_8_c228405_227443_ORF9203_flattened_line_8_228404_227442	K05275
Sporopachydermia_quercuum_x_gi_1002316348_dbj_BCGN01000005.1_c273524_272481_gi_1002316348_dbj_BCGN01000005.1_c273524_272481_ORF13111_1002316348_273523_272480	K05275
Starmera_quercuum_34594_x_lcl_flattened_line_27_147227_148249_lcl_flattened_line_27_147227_148249_ORF768_flattened_line_27_147226_148248	K05275
Sugiyamaella_lignohabitans_x_lcl_CP014503.1_3976909_3977910_lcl_CP014503.1_3976909_3977910_ORF8532_CP014503.1_3976908_3977909	K05275
Tortispora_caseinolytica_x_lcl_scaffold_4_65138_66265_lcl_scaffold_4_65138_66265_ORF851_scaffold_4_65137_66264	K05275
Tortispora_ganteri_35654_x_lcl_flattened_line_20_24814_25806_lcl_flattened_line_20_24814_25806_ORF55_flattened_line_20_24813_25805	K05275
Wickerhamomyces_alni_35274_x_lcl_NODE_4_length_618645_cov_11.4762_ID_4643_c316039_314981_lcl_NODE_4_length_618645_cov_11.4762_ID_4643_c316039_314981_ORF6688_NODE_4_length_618645_cov_11.4762_ID_4643_316038_314980	K05275
Wickerhamomyces_anomalus_x_lcl_scaffold_3_1413117_1414196_lcl_scaffold_3_1413117_1414196_ORF10114_scaffold_3_1413116_1414195	K05275
Wickerhamomyces_bovis_35271_x_lcl_NODE_5_length_377811_cov_27.128_ID_2487_c117620_116520_lcl_NODE_5_length_377811_cov_27.128_ID_2487_c117620_116520_ORF3611_NODE_5_length_377811_cov_27.128_ID_2487_117619_116519	K05275
Wickerhamomyces_hampshirensis_35268_x_lcl_NODE_7_length_646881_cov_19.7783_ID_6034_c256007_254748_lcl_NODE_7_length_646881_cov_19.7783_ID_6034_c256007_254748_ORF5370_NODE_7_length_646881_cov_19.7783_ID_6034_256006_254747	K05275
Blastobotrys_peoriensis_34671_x_lcl_NODE_24_length_164461_cov_14.7024_ID_47_c1240_248_lcl_NODE_24_length_164461_cov_14.7024_ID_47_c1240_248_ORF1614_NODE_24_length_164461_cov_14.7024_ID_47_1239_247	K15303
Candida_incommunis_35244_x_lcl_NODE_3_length_1052257_cov_11.8842_ID_2282_c875710_874766_lcl_NODE_3_length_1052257_cov_11.8842_ID_2282_c875710_874766_ORF7857_NODE_3_length_1052257_cov_11.8842_ID_2282_875709_874765	K15303
Lachancea_nothofagi_x_lcl_LANO0H_2338624_2339127_lcl_LANO0H_2338624_2339127_ORF4884_LANO0H_2338623_2339126	K15303
Lipomyces_arxii_34754_x_lcl_NODE_163_length_28409_cov_15.9864_ID_325_c7188_6169_lcl_NODE_163_length_28409_cov_15.9864_ID_325_c7188_6169_ORF391_NODE_163_length_28409_cov_15.9864_ID_325_7187_6168	K15303
Lipomyces_doorenjongii_34757_x_lcl_NODE_19_length_216096_cov_39.1045_ID_37_c176832_175855_lcl_NODE_19_length_216096_cov_39.1045_ID_37_c176832_175855_ORF1470_NODE_19_length_216096_cov_39.1045_ID_37_176831_175854	K15303
Lipomyces_doorenjongii_34757_x_lcl_NODE_19_length_216096_cov_39.1045_ID_37_c178218_177241_lcl_NODE_19_length_216096_cov_39.1045_ID_37_c178218_177241_ORF1469_NODE_19_length_216096_cov_39.1045_ID_37_178217_177240	K15303
Lipomyces_japonicus_34758_x_lcl_flattened_line_15_c137951_136950_lcl_flattened_line_15_c137951_136950_ORF2063_flattened_line_15_137950_136949	K15303
Lipomyces_japonicus_34758_x_lcl_flattened_line_15_c141041_140040_lcl_flattened_line_15_c141041_140040_ORF2058_flattened_line_15_141040_140039	K15303
Lipomyces_kononenkoae_34760_x_lcl_NODE_58_length_90571_cov_19.3326_ID_115_c86435_85401_lcl_NODE_58_length_90571_cov_19.3326_ID_115_c86435_85401_ORF1132_NODE_58_length_90571_cov_19.3326_ID_115_86434_85400	K15303
Lipomyces_lipofer_34761_x_lcl_flattened_line_1_418452_419489_lcl_flattened_line_1_418452_419489_ORF3141_flattened_line_1_418451_419488	K15303
Lipomyces_lipofer_34761_x_lcl_flattened_line_1_c25936_24899_lcl_flattened_line_1_c25936_24899_ORF4187_flattened_line_1_25935_24898	K15303
Lipomyces_lipofer_34761_x_lcl_flattened_line_318_15360_16373_lcl_flattened_line_318_15360_16373_ORF181_flattened_line_318_15359_16372	K15303
Lipomyces_lipofer_34761_x_lcl_flattened_line_624_c1430_933_lcl_flattened_line_624_c1430_933_ORF59_flattened_line_624_1429_932	K15303
Lipomyces_mesembrius_34749_x_lcl_NODE_48_length_111463_cov_15.638_ID_95_c20119_19121_lcl_NODE_48_length_111463_cov_15.638_ID_95_c20119_19121_ORF1026_NODE_48_length_111463_cov_15.638_ID_95_20118_19120	K15303
Lipomyces_oligophaga_34748_x_lcl_NODE_13_length_191982_cov_25.1951_ID_25_126806_127789_lcl_NODE_13_length_191982_cov_25.1951_ID_25_126806_127789_ORF732_NODE_13_length_191982_cov_25.1951_ID_25_126805_127788	K15303
Lipomyces_oligophaga_34748_x_lcl_NODE_13_length_191982_cov_25.1951_ID_25_128274_129269_lcl_NODE_13_length_191982_cov_25.1951_ID_25_128274_129269_ORF1174_NODE_13_length_191982_cov_25.1951_ID_25_128273_129268	K15303
Lipomyces_oligophaga_34748_x_lcl_NODE_2_length_1995911_cov_28.209_ID_3_c1188213_1187227_lcl_NODE_2_length_1995911_cov_28.209_ID_3_c1188213_1187227_ORF23763_NODE_2_length_1995911_cov_28.209_ID_3_1188212_1187226	K15303
Lipomyces_oligophaga_34748_x_lcl_NODE_4_length_1392634_cov_25.4388_ID_7_c420112_419057_lcl_NODE_4_length_1392634_cov_25.4388_ID_7_c420112_419057_ORF11440_NODE_4_length_1392634_cov_25.4388_ID_7_420111_419056	K15303
Lipomyces_oligophaga_34748_x_lcl_NODE_7_length_759464_cov_25.2552_ID_13_554961_555929_lcl_NODE_7_length_759464_cov_25.2552_ID_13_554961_555929_ORF4572_NODE_7_length_759464_cov_25.2552_ID_13_554960_555928	K15303
Lipomyces_starkeyi_x_lcl_scaffold_6_25485_26471_lcl_scaffold_6_25485_26471_ORF7114_scaffold_6_25484_26470	K15303
Lipomyces_suomiensis_34742_x_lcl_NODE_9_length_509433_cov_21.618_ID_17_c477756_476752_lcl_NODE_9_length_509433_cov_21.618_ID_17_c477756_476752_ORF3427_NODE_9_length_509433_cov_21.618_ID_17_477755_476751	K15303
Torulaspora_pretoriensis_34881_x_lcl_flattened_line_42_c40971_40030_lcl_flattened_line_42_c40971_40030_ORF566_flattened_line_42_40970_40029	K15303
Torulaspora_pretoriensis_34881_x_lcl_flattened_line_51_9741_10682_lcl_flattened_line_51_9741_10682_ORF106_flattened_line_51_9740_10681	K15303
Zygotorulaspora_florentina_34862_x_lcl_NODE_1_length_1546580_cov_24.4376_ID_1_160251_161192_lcl_NODE_1_length_1546580_cov_24.4376_ID_1_160251_161192_ORF6441_NODE_1_length_1546580_cov_24.4376_ID_1_160250_161191	K15303
Zygotorulaspora_mrakii_26256_x_lcl_NODE_20_length_176722_cov_18.3094_ID_4060_c59721_58777_lcl_NODE_20_length_176722_cov_18.3094_ID_4060_c59721_58777_ORF1617_NODE_20_length_176722_cov_18.3094_ID_4060_59720_58776	K15303
